,Control,Nombre,Apellido,Apellidos ,Caificacion
7691,2117V7691,Ilse,De la cruz,Abelardo  Ontiveros,51
7692,2117V7692,Ilse,De la cruz,Laura  Martinez ,41
7693,2117V7693,Ilse,De la cruz,Said  Medellin,75
7694,2117V7694,Ilse,De la cruz,Pedro  De la cruz,12
7695,2117V7695,Ilse,De la cruz,Laura  Martinez ,56
7696,2117V7696,Ilse,De la cruz,Arturo  Medellin,49
7697,2117V7697,Ilse,De la cruz,Uriel  Matias,86
7698,2117V7698,Ilse,De la cruz,Juan  Medellin,69
7699,2117V7699,Ilse,De la cruz,Uriel  Martinez ,6
7700,2117V7700,Ilse,De la cruz,Uriel  Vite,45
7701,2117V7701,Ilse,De la cruz,Abelardo  Medellin,56
7702,2117V7702,Ilse,De la cruz,Pedro  Vte,18
7703,2117V7703,Ilse,De la cruz,Uriel  Martinez ,49
7704,2117V7704,Ilse,De la cruz,Arturo  De la cruz,57
7705,2117V7705,Ilse,De la cruz,Uriel  De la cruz,41
7706,2117V7706,Ilse,De la cruz,Abelardo  Matias,46
7707,2117V7707,Ilse,De la cruz,Miguel  Ontiveros,30
7708,2117V7708,Ilse,De la cruz,Miguel  Vite,22
7709,2117V7709,Ilse,De la cruz,Emilio  Herrera,77
7710,2117V7710,Ilse,De la cruz,Abelardo  Martinez ,11
7711,2117V7711,Ilse,De la cruz,Flor  Medellin,81
7712,2117V7712,Ilse,De la cruz,Said  Martinez ,94
7713,2117V7713,Ilse,De la cruz,Flor  Vite,49
7714,2117V7714,Ilse,De la cruz,Miguel  Medellin,9
7715,2117V7715,Ilse,De la cruz,Juan  Vite,53
7716,2117V7716,Ilse,De la cruz,Miguel  Ontiveros,98
7717,2117V7717,Ilse,De la cruz,Miguel  Herrera,81
7718,2117V7718,Ilse,De la cruz,Flor  De la cruz,81
7719,2117V7719,Ilse,De la cruz,Arturo  Sanchez,48
7720,2117V7720,Ilse,De la cruz,Ilse  Vte,11
7721,2117V7721,Ilse,De la cruz,Arturo  Matias,17
7722,2117V7722,Ilse,De la cruz,Pedro  De la cruz,19
7723,2117V7723,Ilse,De la cruz,Miguel  De la cruz,94
7724,2117V7724,Ilse,De la cruz,Said  Vte,3
7725,2117V7725,Ilse,De la cruz,Emilio  Martinez ,35
7726,2117V7726,Ilse,De la cruz,Uriel  Herrera,93
7727,2117V7727,Ilse,De la cruz,Flor  Martinez ,89
7728,2117V7728,Ilse,De la cruz,Emilio  Vite,75
7729,2117V7729,Ilse,De la cruz,Arturo  Matias,63
7730,2117V7730,Ilse,De la cruz,Abelardo  De la cruz,31
7731,2117V7731,Ilse,De la cruz,Laura  Matias,1
7732,2117V7732,Ilse,De la cruz,Miguel  Sanchez,39
7733,2117V7733,Ilse,De la cruz,Abelardo  Martinez ,55
7734,2117V7734,Ilse,De la cruz,Emilio  Camacho,20
7735,2117V7735,Ilse,De la cruz,Emilio  Vte,83
7736,2117V7736,Ilse,De la cruz,Pedro  Vite,23
7737,2117V7737,Ilse,De la cruz,Said  Camacho,61
7738,2117V7738,Ilse,De la cruz,Laura  De la cruz,59
7739,2117V7739,Ilse,De la cruz,Abelardo  Sanchez,38
7740,2117V7740,Ilse,De la cruz,Emilio  Sanchez,71
7741,2117V7741,Ilse,De la cruz,Laura  Herrera,60
7742,2117V7742,Ilse,De la cruz,Abelardo  Camacho,40
7743,2117V7743,Ilse,De la cruz,Said  Medellin,61
7744,2117V7744,Ilse,De la cruz,Uriel  De la cruz,97
7745,2117V7745,Ilse,De la cruz,Emilio  Vte,74
7746,2117V7746,Ilse,De la cruz,Pedro  Herrera,62
7747,2117V7747,Ilse,De la cruz,Pedro  Matias,17
7748,2117V7748,Ilse,De la cruz,Abelardo  Vite,17
7749,2117V7749,Ilse,De la cruz,Arturo  Martinez ,94
7750,2117V7750,Ilse,De la cruz,Arturo  Vite,40
7751,2117V7751,Ilse,De la cruz,Ilse  Matias,14
7752,2117V7752,Ilse,De la cruz,Said  Martinez ,47
7753,2117V7753,Ilse,De la cruz,Pedro  Matias,9
7754,2117V7754,Ilse,De la cruz,Said  Martinez ,70
7755,2117V7755,Ilse,De la cruz,Uriel  Medellin,97
7756,2117V7756,Ilse,De la cruz,Ilse  Medellin,5
7757,2117V7757,Ilse,De la cruz,Flor  Matias,36
7758,2117V7758,Ilse,De la cruz,Pedro  Vite,16
7759,2117V7759,Ilse,De la cruz,Uriel  Ontiveros,87
7760,2117V7760,Ilse,De la cruz,Arturo  Ontiveros,46
7761,2117V7761,Ilse,De la cruz,Juan  Ontiveros,62
7762,2117V7762,Ilse,De la cruz,Emilio  Camacho,39
7763,2117V7763,Ilse,De la cruz,Pedro  De la cruz,66
7764,2117V7764,Ilse,De la cruz,Miguel  Vte,49
7765,2117V7765,Ilse,De la cruz,Arturo  Camacho,90
7766,2117V7766,Ilse,De la cruz,Flor  Vite,20
7767,2117V7767,Ilse,De la cruz,Uriel  Camacho,17
7768,2117V7768,Ilse,De la cruz,Laura  Medellin,3
7769,2117V7769,Ilse,De la cruz,Miguel  De la cruz,2
7770,2117V7770,Ilse,De la cruz,Emilio  Matias,65
7771,2117V7771,Ilse,De la cruz,Pedro  Medellin,15
7772,2117V7772,Ilse,De la cruz,Laura  Medellin,9
7773,2117V7773,Ilse,De la cruz,Laura  Martinez ,65
7774,2117V7774,Ilse,De la cruz,Pedro  Sanchez,73
7775,2117V7775,Ilse,De la cruz,Emilio  Martinez ,31
7776,2117V7776,Ilse,De la cruz,Arturo  Camacho,42
7777,2117V7777,Ilse,De la cruz,Miguel  De la cruz,53
7778,2117V7778,Ilse,De la cruz,Ilse  Camacho,16
7779,2117V7779,Ilse,De la cruz,Emilio  Camacho,41
7780,2117V7780,Ilse,De la cruz,Said  Medellin,14
7781,2117V7781,Ilse,De la cruz,Laura  Medellin,54
7782,2117V7782,Ilse,De la cruz,Arturo  Martinez ,31
7783,2117V7783,Ilse,De la cruz,Uriel  Herrera,1
7784,2117V7784,Ilse,De la cruz,Pedro  Ontiveros,29
7785,2117V7785,Ilse,De la cruz,Miguel  Sanchez,85
7786,2117V7786,Ilse,De la cruz,Pedro  Sanchez,80
7787,2117V7787,Ilse,De la cruz,Abelardo  Vite,10
7788,2117V7788,Ilse,De la cruz,Said  Martinez ,34
7789,2117V7789,Ilse,De la cruz,Arturo  Ontiveros,17
7790,2117V7790,Ilse,De la cruz,Abelardo  Martinez ,100
7791,2117V7791,Ilse,De la cruz,Juan  De la cruz,84
7792,2117V7792,Ilse,De la cruz,Ilse  Martinez ,87
7793,2117V7793,Ilse,De la cruz,Flor  Martinez ,69
7794,2117V7794,Ilse,De la cruz,Flor  Vite,35
7795,2117V7795,Ilse,De la cruz,Pedro  Martinez ,54
7796,2117V7796,Ilse,De la cruz,Arturo  Herrera,62
7797,2117V7797,Ilse,De la cruz,Pedro  Martinez ,18
7798,2117V7798,Ilse,De la cruz,Flor  Vte,28
7799,2117V7799,Ilse,De la cruz,Arturo  Ontiveros,89
7800,2117V7800,Ilse,De la cruz,Miguel  Martinez ,70
7801,2117V7801,Ilse,De la cruz,Uriel  Sanchez,62
7802,2117V7802,Ilse,De la cruz,Pedro  Sanchez,43
7803,2117V7803,Ilse,De la cruz,Juan  Martinez ,89
7804,2117V7804,Ilse,De la cruz,Arturo  Vte,95
7805,2117V7805,Ilse,De la cruz,Abelardo  Sanchez,61
7806,2117V7806,Ilse,De la cruz,Emilio  Matias,82
7807,2117V7807,Ilse,De la cruz,Uriel  Medellin,28
7808,2117V7808,Ilse,De la cruz,Pedro  De la cruz,48
7809,2117V7809,Ilse,De la cruz,Juan  Camacho,10
7810,2117V7810,Ilse,De la cruz,Pedro  Camacho,16
7811,2117V7811,Ilse,De la cruz,Emilio  Sanchez,1
7812,2117V7812,Ilse,De la cruz,Pedro  De la cruz,94
7813,2117V7813,Ilse,De la cruz,Miguel  Vte,81
7814,2117V7814,Ilse,De la cruz,Juan  Sanchez,13
7815,2117V7815,Ilse,De la cruz,Uriel  De la cruz,61
7816,2117V7816,Ilse,De la cruz,Arturo  Medellin,69
7817,2117V7817,Ilse,De la cruz,Uriel  Vite,45
7818,2117V7818,Ilse,De la cruz,Abelardo  Ontiveros,90
7819,2117V7819,Ilse,De la cruz,Pedro  Martinez ,81
7820,2117V7820,Ilse,De la cruz,Abelardo  De la cruz,10
7821,2117V7821,Ilse,De la cruz,Flor  Vite,74
7822,2117V7822,Ilse,De la cruz,Miguel  Vte,7
7823,2117V7823,Ilse,De la cruz,Emilio  Medellin,14
7824,2117V7824,Ilse,De la cruz,Abelardo  Vte,97
7825,2117V7825,Ilse,De la cruz,Miguel  Matias,11
7826,2117V7826,Ilse,De la cruz,Miguel  De la cruz,81
7827,2117V7827,Ilse,De la cruz,Miguel  Matias,40
7828,2117V7828,Ilse,De la cruz,Ilse  Vite,33
7829,2117V7829,Ilse,De la cruz,Ilse  Vite,24
7830,2117V7830,Ilse,De la cruz,Arturo  Vite,75
7831,2117V7831,Ilse,De la cruz,Arturo  Vte,8
7832,2117V7832,Ilse,De la cruz,Emilio  Vte,67
7833,2117V7833,Ilse,De la cruz,Emilio  Matias,57
7834,2117V7834,Ilse,De la cruz,Emilio  De la cruz,88
7835,2117V7835,Ilse,De la cruz,Uriel  Sanchez,57
7836,2117V7836,Ilse,De la cruz,Flor  Matias,67
7837,2117V7837,Ilse,De la cruz,Flor  Vte,34
7838,2117V7838,Ilse,De la cruz,Ilse  De la cruz,13
7839,2117V7839,Ilse,De la cruz,Abelardo  Vite,56
7840,2117V7840,Ilse,De la cruz,Pedro  Martinez ,37
7841,2117V7841,Ilse,De la cruz,Laura  Medellin,73
7842,2117V7842,Ilse,De la cruz,Said  Ontiveros,3
7843,2117V7843,Ilse,De la cruz,Uriel  Ontiveros,36
7844,2117V7844,Ilse,De la cruz,Uriel  Ontiveros,78
7845,2117V7845,Ilse,De la cruz,Juan  Martinez ,41
7846,2117V7846,Ilse,De la cruz,Laura  Camacho,2
7847,2117V7847,Ilse,De la cruz,Miguel  Vte,63
7848,2117V7848,Ilse,De la cruz,Uriel  Medellin,82
7849,2117V7849,Ilse,De la cruz,Laura  Vite,45
7850,2117V7850,Ilse,De la cruz,Juan  Martinez ,50
7851,2117V7851,Ilse,De la cruz,Ilse  Vite,43
7852,2117V7852,Ilse,De la cruz,Miguel  Ontiveros,6
7853,2117V7853,Ilse,De la cruz,Abelardo  Martinez ,27
7854,2117V7854,Ilse,De la cruz,Pedro  Martinez ,48
7855,2117V7855,Ilse,De la cruz,Juan  Medellin,34
7856,2117V7856,Ilse,De la cruz,Juan  Sanchez,28
7857,2117V7857,Ilse,De la cruz,Flor  Martinez ,34
7858,2117V7858,Ilse,De la cruz,Uriel  Martinez ,97
7859,2117V7859,Ilse,De la cruz,Emilio  Martinez ,50
7860,2117V7860,Ilse,De la cruz,Said  Vite,61
7861,2117V7861,Ilse,De la cruz,Uriel  Martinez ,41
7862,2117V7862,Ilse,De la cruz,Laura  Matias,42
7863,2117V7863,Ilse,De la cruz,Abelardo  Vte,90
7864,2117V7864,Ilse,De la cruz,Uriel  Vte,77
7865,2117V7865,Ilse,De la cruz,Abelardo  Martinez ,78
7866,2117V7866,Ilse,De la cruz,Pedro  Medellin,97
7867,2117V7867,Ilse,De la cruz,Pedro  De la cruz,24
7868,2117V7868,Ilse,De la cruz,Arturo  Martinez ,35
7869,2117V7869,Ilse,De la cruz,Abelardo  Matias,28
7870,2117V7870,Ilse,De la cruz,Juan  Sanchez,25
7871,2117V7871,Ilse,De la cruz,Laura  Medellin,34
7872,2117V7872,Ilse,De la cruz,Arturo  Vte,1
7873,2117V7873,Ilse,De la cruz,Pedro  Martinez ,48
7874,2117V7874,Ilse,De la cruz,Juan  Martinez ,69
7875,2117V7875,Ilse,De la cruz,Said  Vite,7
7876,2117V7876,Ilse,De la cruz,Flor  Sanchez,90
7877,2117V7877,Ilse,De la cruz,Arturo  Martinez ,85
7878,2117V7878,Ilse,De la cruz,Uriel  Matias,94
7879,2117V7879,Ilse,De la cruz,Laura  Ontiveros,56
7880,2117V7880,Ilse,De la cruz,Abelardo  Camacho,44
7881,2117V7881,Ilse,De la cruz,Laura  De la cruz,51
7882,2117V7882,Ilse,De la cruz,Flor  Medellin,11
7883,2117V7883,Ilse,De la cruz,Pedro  Ontiveros,32
7884,2117V7884,Ilse,De la cruz,Emilio  De la cruz,97
7885,2117V7885,Ilse,De la cruz,Laura  Martinez ,96
7886,2117V7886,Ilse,De la cruz,Said  Ontiveros,33
7887,2117V7887,Ilse,De la cruz,Laura  Camacho,31
7888,2117V7888,Ilse,De la cruz,Miguel  Matias,75
7889,2117V7889,Ilse,De la cruz,Emilio  Martinez ,69
7890,2117V7890,Ilse,De la cruz,Flor  Medellin,15
7891,2117V7891,Ilse,De la cruz,Uriel  Medellin,74
7892,2117V7892,Ilse,De la cruz,Arturo  Sanchez,70
7893,2117V7893,Ilse,De la cruz,Laura  Vte,75
7894,2117V7894,Ilse,De la cruz,Emilio  Matias,7
7895,2117V7895,Ilse,De la cruz,Emilio  Sanchez,30
7896,2117V7896,Ilse,De la cruz,Miguel  Vite,89
7897,2117V7897,Ilse,De la cruz,Uriel  Medellin,39
7898,2117V7898,Ilse,De la cruz,Pedro  Camacho,20
7899,2117V7899,Ilse,De la cruz,Pedro  Ontiveros,80
7900,2117V7900,Ilse,De la cruz,Abelardo  De la cruz,100
7901,2117V7901,Ilse,De la cruz,Abelardo  Camacho,14
7902,2117V7902,Ilse,De la cruz,Emilio  Martinez ,34
7903,2117V7903,Ilse,De la cruz,Pedro  Vite,30
7904,2117V7904,Ilse,De la cruz,Miguel  Ontiveros,13
7905,2117V7905,Ilse,De la cruz,Emilio  De la cruz,93
7906,2117V7906,Ilse,De la cruz,Laura  Herrera,70
7907,2117V7907,Ilse,De la cruz,Laura  De la cruz,8
7908,2117V7908,Ilse,De la cruz,Miguel  Vte,23
7909,2117V7909,Ilse,De la cruz,Ilse  Martinez ,82
7910,2117V7910,Ilse,De la cruz,Uriel  Medellin,77
7911,2117V7911,Ilse,De la cruz,Said  Martinez ,38
7912,2117V7912,Ilse,De la cruz,Flor  Martinez ,43
7913,2117V7913,Ilse,De la cruz,Miguel  Martinez ,53
7914,2117V7914,Ilse,De la cruz,Ilse  Vite,74
7915,2117V7915,Ilse,De la cruz,Uriel  Ontiveros,14
7916,2117V7916,Ilse,De la cruz,Pedro  Herrera,57
7917,2117V7917,Ilse,De la cruz,Miguel  Sanchez,50
7918,2117V7918,Ilse,De la cruz,Said  De la cruz,80
7919,2117V7919,Ilse,De la cruz,Arturo  De la cruz,30
7920,2117V7920,Ilse,De la cruz,Pedro  Martinez ,64
7921,2117V7921,Ilse,De la cruz,Miguel  Ontiveros,72
7922,2117V7922,Ilse,De la cruz,Juan  Medellin,78
7923,2117V7923,Ilse,De la cruz,Arturo  Medellin,62
7924,2117V7924,Ilse,De la cruz,Juan  Ontiveros,5
7925,2117V7925,Ilse,De la cruz,Juan  Martinez ,36
7926,2117V7926,Ilse,De la cruz,Emilio  Medellin,62
7927,2117V7927,Ilse,De la cruz,Emilio  Martinez ,43
7928,2117V7928,Ilse,De la cruz,Pedro  Matias,87
7929,2117V7929,Ilse,De la cruz,Juan  Martinez ,66
7930,2117V7930,Ilse,De la cruz,Pedro  Medellin,21
7931,2117V7931,Ilse,De la cruz,Miguel  Vite,96
7932,2117V7932,Ilse,De la cruz,Ilse  Martinez ,15
7933,2117V7933,Ilse,De la cruz,Arturo  Martinez ,60
7934,2117V7934,Ilse,De la cruz,Abelardo  Martinez ,40
7935,2117V7935,Ilse,De la cruz,Miguel  Sanchez,4
7936,2117V7936,Ilse,De la cruz,Said  Martinez ,11
7937,2117V7937,Ilse,De la cruz,Flor  De la cruz,18
7938,2117V7938,Ilse,De la cruz,Uriel  Vite,51
7939,2117V7939,Ilse,De la cruz,Uriel  De la cruz,97
7940,2117V7940,Ilse,De la cruz,Ilse  De la cruz,60
7941,2117V7941,Ilse,De la cruz,Pedro  Camacho,71
7942,2117V7942,Ilse,De la cruz,Flor  Sanchez,39
7943,2117V7943,Ilse,De la cruz,Uriel  Camacho,48
7944,2117V7944,Ilse,De la cruz,Arturo  Vte,72
7945,2117V7945,Ilse,De la cruz,Uriel  De la cruz,57
7946,2117V7946,Ilse,De la cruz,Said  Sanchez,69
7947,2117V7947,Ilse,De la cruz,Juan  Camacho,16
7948,2117V7948,Ilse,De la cruz,Juan  Vite,5
7949,2117V7949,Ilse,De la cruz,Miguel  Sanchez,48
7950,2117V7950,Ilse,De la cruz,Laura  Martinez ,69
7951,2117V7951,Ilse,De la cruz,Emilio  De la cruz,82
7952,2117V7952,Ilse,De la cruz,Emilio  Martinez ,66
7953,2117V7953,Ilse,De la cruz,Abelardo  Martinez ,58
7954,2117V7954,Ilse,De la cruz,Abelardo  Vite,94
7955,2117V7955,Ilse,De la cruz,Arturo  Matias,7
7956,2117V7956,Ilse,De la cruz,Emilio  Vite,7
7957,2117V7957,Ilse,De la cruz,Abelardo  Martinez ,59
7958,2117V7958,Ilse,De la cruz,Pedro  De la cruz,44
7959,2117V7959,Ilse,De la cruz,Pedro  Vite,52
7960,2117V7960,Ilse,De la cruz,Laura  Vite,64
7961,2117V7961,Ilse,De la cruz,Arturo  Camacho,35
7962,2117V7962,Ilse,De la cruz,Uriel  De la cruz,72
7963,2117V7963,Ilse,De la cruz,Abelardo  De la cruz,41
7964,2117V7964,Ilse,De la cruz,Ilse  Matias,49
7965,2117V7965,Ilse,De la cruz,Pedro  Medellin,32
7966,2117V7966,Ilse,De la cruz,Abelardo  Medellin,14
7967,2117V7967,Ilse,De la cruz,Juan  Herrera,55
7968,2117V7968,Ilse,De la cruz,Flor  Medellin,29
7969,2117V7969,Ilse,De la cruz,Uriel  Sanchez,76
7970,2117V7970,Ilse,De la cruz,Arturo  Ontiveros,75
7971,2117V7971,Ilse,De la cruz,Miguel  Sanchez,66
7972,2117V7972,Ilse,De la cruz,Laura  Matias,61
7973,2117V7973,Ilse,De la cruz,Uriel  Martinez ,79
7974,2117V7974,Ilse,De la cruz,Arturo  Medellin,51
7975,2117V7975,Ilse,De la cruz,Pedro  Herrera,1
7976,2117V7976,Ilse,De la cruz,Uriel  De la cruz,7
7977,2117V7977,Ilse,De la cruz,Ilse  Camacho,53
7978,2117V7978,Ilse,De la cruz,Emilio  De la cruz,30
7979,2117V7979,Ilse,De la cruz,Abelardo  Ontiveros,66
7980,2117V7980,Ilse,De la cruz,Said  Vte,52
7981,2117V7981,Ilse,De la cruz,Emilio  Sanchez,16
7982,2117V7982,Ilse,De la cruz,Arturo  Vte,91
7983,2117V7983,Ilse,De la cruz,Flor  Vte,38
7984,2117V7984,Ilse,De la cruz,Abelardo  Matias,17
7985,2117V7985,Ilse,De la cruz,Abelardo  Matias,75
7986,2117V7986,Ilse,De la cruz,Uriel  Medellin,90
7987,2117V7987,Ilse,De la cruz,Ilse  Herrera,94
7988,2117V7988,Ilse,De la cruz,Pedro  Ontiveros,76
7989,2117V7989,Ilse,De la cruz,Emilio  De la cruz,39
7990,2117V7990,Ilse,De la cruz,Laura  Vte,23
7991,2117V7991,Ilse,De la cruz,Ilse  Sanchez,8
7992,2117V7992,Ilse,De la cruz,Said  Vite,84
7993,2117V7993,Ilse,De la cruz,Abelardo  Martinez ,78
7994,2117V7994,Ilse,De la cruz,Flor  Medellin,98
7995,2117V7995,Ilse,De la cruz,Pedro  Ontiveros,86
7996,2117V7996,Ilse,De la cruz,Emilio  Herrera,24
7997,2117V7997,Ilse,De la cruz,Miguel  Vite,21
7998,2117V7998,Ilse,De la cruz,Ilse  Ontiveros,46
7999,2117V7999,Ilse,De la cruz,Said  De la cruz,87
8000,2117V8000,Ilse,De la cruz,Emilio  Sanchez,75
8001,2117V8001,Ilse,De la cruz,Abelardo  Ontiveros,10
8002,2117V8002,Ilse,De la cruz,Juan  Herrera,78
8003,2117V8003,Ilse,De la cruz,Pedro  De la cruz,3
8004,2117V8004,Ilse,De la cruz,Arturo  Vite,19
8005,2117V8005,Ilse,De la cruz,Laura  Martinez ,14
8006,2117V8006,Ilse,De la cruz,Abelardo  Herrera,71
8007,2117V8007,Ilse,De la cruz,Abelardo  Martinez ,5
8008,2117V8008,Ilse,De la cruz,Said  Matias,99
8009,2117V8009,Ilse,De la cruz,Uriel  Herrera,11
8010,2117V8010,Ilse,De la cruz,Arturo  Medellin,49
8011,2117V8011,Ilse,De la cruz,Flor  Ontiveros,66
8012,2117V8012,Ilse,De la cruz,Abelardo  Sanchez,55
8013,2117V8013,Ilse,De la cruz,Juan  Medellin,33
8014,2117V8014,Ilse,De la cruz,Arturo  Sanchez,45
8015,2117V8015,Ilse,De la cruz,Emilio  Medellin,94
8016,2117V8016,Ilse,De la cruz,Ilse  Ontiveros,55
8017,2117V8017,Ilse,De la cruz,Said  Herrera,52
8018,2117V8018,Ilse,De la cruz,Ilse  De la cruz,32
8019,2117V8019,Ilse,De la cruz,Arturo  Matias,7
8020,2117V8020,Ilse,De la cruz,Miguel  Vte,44
8021,2117V8021,Ilse,De la cruz,Arturo  Ontiveros,53
8022,2117V8022,Ilse,De la cruz,Flor  Vite,22
8023,2117V8023,Ilse,De la cruz,Pedro  Sanchez,67
8024,2117V8024,Ilse,De la cruz,Abelardo  Herrera,32
8025,2117V8025,Ilse,De la cruz,Uriel  De la cruz,38
8026,2117V8026,Ilse,De la cruz,Uriel  Herrera,73
8027,2117V8027,Ilse,De la cruz,Emilio  Ontiveros,67
8028,2117V8028,Ilse,De la cruz,Miguel  Medellin,28
8029,2117V8029,Ilse,De la cruz,Abelardo  Ontiveros,32
8030,2117V8030,Ilse,De la cruz,Flor  Camacho,80
8031,2117V8031,Ilse,De la cruz,Arturo  Herrera,15
8032,2117V8032,Ilse,De la cruz,Flor  Sanchez,53
8033,2117V8033,Ilse,De la cruz,Miguel  Martinez ,15
8034,2117V8034,Ilse,De la cruz,Said  Camacho,5
8035,2117V8035,Ilse,De la cruz,Ilse  Herrera,63
8036,2117V8036,Ilse,De la cruz,Abelardo  Vte,51
8037,2117V8037,Ilse,De la cruz,Arturo  De la cruz,55
8038,2117V8038,Ilse,De la cruz,Juan  Sanchez,83
8039,2117V8039,Ilse,De la cruz,Uriel  Matias,88
8040,2117V8040,Ilse,De la cruz,Ilse  Camacho,95
8041,2117V8041,Ilse,De la cruz,Abelardo  Ontiveros,93
8042,2117V8042,Ilse,De la cruz,Pedro  Sanchez,24
8043,2117V8043,Ilse,De la cruz,Laura  Herrera,90
8044,2117V8044,Ilse,De la cruz,Uriel  Matias,3
8045,2117V8045,Ilse,De la cruz,Laura  De la cruz,99
8046,2117V8046,Ilse,De la cruz,Said  Camacho,20
8047,2117V8047,Ilse,De la cruz,Abelardo  Camacho,73
8048,2117V8048,Ilse,De la cruz,Said  De la cruz,96
8049,2117V8049,Ilse,De la cruz,Laura  Sanchez,91
8050,2117V8050,Ilse,De la cruz,Pedro  De la cruz,64
8051,2117V8051,Ilse,De la cruz,Said  Medellin,57
8052,2117V8052,Ilse,De la cruz,Pedro  Camacho,42
8053,2117V8053,Ilse,De la cruz,Juan  De la cruz,44
8054,2117V8054,Ilse,De la cruz,Uriel  Ontiveros,47
8055,2117V8055,Ilse,De la cruz,Said  Camacho,91
8056,2117V8056,Ilse,De la cruz,Uriel  Camacho,42
8057,2117V8057,Ilse,De la cruz,Ilse  Martinez ,55
8058,2117V8058,Ilse,De la cruz,Flor  Vite,49
8059,2117V8059,Ilse,De la cruz,Flor  Martinez ,16
8060,2117V8060,Ilse,De la cruz,Uriel  Medellin,90
8061,2117V8061,Ilse,De la cruz,Arturo  Medellin,7
8062,2117V8062,Ilse,De la cruz,Ilse  Matias,26
8063,2117V8063,Ilse,De la cruz,Laura  Sanchez,39
8064,2117V8064,Ilse,De la cruz,Arturo  Herrera,53
8065,2117V8065,Ilse,De la cruz,Pedro  Martinez ,65
8066,2117V8066,Ilse,De la cruz,Ilse  Camacho,59
8067,2117V8067,Ilse,De la cruz,Abelardo  Medellin,46
8068,2117V8068,Ilse,De la cruz,Emilio  Vte,73
8069,2117V8069,Ilse,De la cruz,Arturo  De la cruz,73
8070,2117V8070,Ilse,De la cruz,Pedro  Martinez ,14
8071,2117V8071,Ilse,De la cruz,Uriel  Vite,1
8072,2117V8072,Ilse,De la cruz,Arturo  Ontiveros,83
8073,2117V8073,Ilse,De la cruz,Uriel  Vite,45
8074,2117V8074,Ilse,De la cruz,Abelardo  Sanchez,77
8075,2117V8075,Ilse,De la cruz,Juan  Sanchez,62
8076,2117V8076,Ilse,De la cruz,Abelardo  De la cruz,33
8077,2117V8077,Ilse,De la cruz,Abelardo  Ontiveros,78
8078,2117V8078,Ilse,De la cruz,Miguel  Martinez ,99
8079,2117V8079,Ilse,De la cruz,Abelardo  Camacho,14
8080,2117V8080,Ilse,De la cruz,Emilio  Camacho,43
8081,2117V8081,Ilse,De la cruz,Said  De la cruz,51
8082,2117V8082,Ilse,De la cruz,Juan  Vite,97
8083,2117V8083,Ilse,De la cruz,Laura  Medellin,20
8084,2117V8084,Ilse,De la cruz,Flor  Ontiveros,87
8085,2117V8085,Ilse,De la cruz,Pedro  Sanchez,77
8086,2117V8086,Ilse,De la cruz,Flor  Matias,99
8087,2117V8087,Ilse,De la cruz,Ilse  Vite,13
8088,2117V8088,Ilse,De la cruz,Arturo  Camacho,76
8089,2117V8089,Ilse,De la cruz,Flor  Martinez ,57
8090,2117V8090,Ilse,De la cruz,Arturo  Ontiveros,45
8091,2117V8091,Ilse,De la cruz,Abelardo  Ontiveros,54
8092,2117V8092,Ilse,De la cruz,Pedro  Matias,98
8093,2117V8093,Ilse,De la cruz,Arturo  Martinez ,63
8094,2117V8094,Ilse,De la cruz,Ilse  Sanchez,48
8095,2117V8095,Ilse,De la cruz,Ilse  Martinez ,98
8096,2117V8096,Ilse,De la cruz,Arturo  De la cruz,21
8097,2117V8097,Ilse,De la cruz,Abelardo  Sanchez,69
8098,2117V8098,Ilse,De la cruz,Laura  Sanchez,5
8099,2117V8099,Ilse,De la cruz,Flor  Vite,28
8100,2117V8100,Ilse,De la cruz,Pedro  De la cruz,99
8101,2117V8101,Ilse,De la cruz,Uriel  Camacho,89
8102,2117V8102,Ilse,De la cruz,Pedro  Vte,46
8103,2117V8103,Ilse,De la cruz,Emilio  Sanchez,50
8104,2117V8104,Ilse,De la cruz,Juan  Martinez ,81
8105,2117V8105,Ilse,De la cruz,Uriel  Camacho,81
8106,2117V8106,Ilse,De la cruz,Flor  Vite,39
8107,2117V8107,Ilse,De la cruz,Uriel  De la cruz,44
8108,2117V8108,Ilse,De la cruz,Uriel  Martinez ,86
8109,2117V8109,Ilse,De la cruz,Said  Martinez ,57
8110,2117V8110,Ilse,De la cruz,Ilse  Vte,53
8111,2117V8111,Ilse,De la cruz,Juan  Ontiveros,40
8112,2117V8112,Ilse,De la cruz,Flor  Matias,18
8113,2117V8113,Ilse,De la cruz,Pedro  Vte,13
8114,2117V8114,Ilse,De la cruz,Flor  Martinez ,51
8115,2117V8115,Ilse,De la cruz,Said  Camacho,6
8116,2117V8116,Ilse,De la cruz,Said  Vite,15
8117,2117V8117,Ilse,De la cruz,Emilio  Medellin,19
8118,2117V8118,Ilse,De la cruz,Abelardo  Matias,95
8119,2117V8119,Ilse,De la cruz,Flor  Sanchez,51
8120,2117V8120,Ilse,De la cruz,Miguel  Vte,13
8121,2117V8121,Ilse,De la cruz,Emilio  Ontiveros,15
8122,2117V8122,Ilse,De la cruz,Flor  De la cruz,32
8123,2117V8123,Ilse,De la cruz,Pedro  Vte,46
8124,2117V8124,Ilse,De la cruz,Juan  Martinez ,95
8125,2117V8125,Ilse,De la cruz,Arturo  Matias,6
